TranscriptID,TranscriptID_3,UniprotID,Gene,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,tax_id,Org_name.new_name,Org_name,GeneID,CurrentID,Status,Symbol,Aliases,description,other_designations,map_location,chromosome,genomic_nucleotide_accession.version,start_position_on_the_genomic_accession,end_position_on_the_genomic_accession,orientation,exon_count,OMIM,Column1,Length,EffectiveLength,Overdispersion,logFC,logCPM,PValue,FDR
PB.7948.1|transcript/1946:1-3631(+)|transcript/1946|m.13667,PB.7948.1|transcript/1946:1-3631(+)|transcript/1946,P49588,aars1,86.348,879,120,0,1,2637,1,879,0,1604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3599,3276.71058211054,1.1323259411209,0.257446428659909,5.30109290018264,0.613414443472365,1
PB.2957.1|6d4659|path0:1-1616(+)|transcript/18850|m.5414,PB.2957.1|6d4659|path0:1-1616(+)|transcript/18850,Q9BTE6,aarsd1,72.087,412,114,1,1,1233,1,412,0,624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1524,1201.71058211054,1,0.615053832436198,5.07599289942009,0.174986679553049,0.850218121826419
PB.9631.1|transcript/80:1-6218(+)|transcript/80|m.15411,PB.9631.1|transcript/80:1-6218(+)|transcript/80,Q9UDR5,aass,71.942,695,194,1,19,2103,232,925,0,1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6186,5863.71058211054,1.01830318040595,-0.0273555106944056,5.24900402558612,0.955827837004092,1
PB.5483.1|cf1828|path1:1-2792(+)|transcript/5112|m.10141,PB.5483.1|cf1828|path1:1-2792(+)|transcript/5112,Q5ZIM6,aatf,61.959,531,196,3,127,1716,29,554,0,558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2750,2427.71058211054,1.04108468906694,-0.0740839384191596,4.61462485923363,0.872387186155347,1
PB.5483.2|cf1828|path1:23-2344(+)|transcript/9126|m.10142,PB.5483.2|cf1828|path1:23-2344(+)|transcript/9126,Q5ZIM6,aatf,61.429,140,53,1,7,426,196,334,8.11e-52,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2335,2012.71058211054,1.03446613270217,-1.87597911312713,-1.84108205320341,0.448050532036107,1
PB.5483.2|cf1828|path1:23-2344(+)|transcript/9126|m.10143,PB.5483.2|cf1828|path1:23-2344(+)|transcript/9126,Q9JKX4,aatf,80,90,18,0,1,270,311,400,3.08e-35,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2335,2012.71058211054,1.03446613270217,-1.87597911312713,-1.84108205320341,0.448050532036107,1
PB.2011.1|4aec71|path0:1-6057(+)|transcript/100|m.3633,PB.2011.1|4aec71|path0:1-6057(+)|transcript/100,P80404,abat,88.235,340,40,0,1,1020,161,500,0,649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PB.6245.1|eda0bf|path0:1-1877(+)|transcript/14632|m.11606,PB.6245.1|eda0bf|path0:1-1877(+)|transcript/14632,P80147,abat,85.4,500,73,0,1,1500,1,500,0,920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1845,1522.71058211054,1,0.113708887236468,6.76578243285836,0.847829950681556,1
PB.6246.1|eda0bf|path1:1-1726(+)|transcript/16927|m.11607,PB.6246.1|eda0bf|path1:1-1726(+)|transcript/16927,P80147,abat,85.4,500,73,0,1,1500,1,500,0,920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PB.1383.1|346618|path0:1-2853(+)|transcript/4606|m.2434,PB.1383.1|346618|path0:1-2853(+)|transcript/4606,Q99758,abca3,74.265,136,34,1,1,405,1569,1704,4.88e-64,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2836,2513.71058211054,1.04286161795241,0.515643516391473,5.76468955610818,0.289838557448972,0.951861010763889
PB.4067.1|988fc9|path0:1-4829(+)|transcript/500|m.7512,PB.4067.1|988fc9|path0:1-4829(+)|transcript/500,P08183,abcb1,71.206,1153,313,7,139,3555,34,1181,0,1617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4744,4421.71058211054,1.0104217666946,0.342954230431334,6.80768421812743,0.589100727171468,1
PB.4067.2|988fc9|path0:1737-4776(+)|transcript/3596|m.7513,PB.4067.2|988fc9|path0:1737-4776(+)|transcript/3596,P21440,abcb4,70.621,177,51,1,46,576,1078,1253,6.02e-75,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3035,2712.71058211054,1.18573411104004,0.482569305263173,1.40095265106346,0.562267458084945,1
PB.9168.1|transcript/5009:1-2828(+)|transcript/5009|m.14908,PB.9168.1|transcript/5009:1-2828(+)|transcript/5009,O75027,abcb7,83.143,700,115,2,115,2208,54,752,0,1136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2793,2470.71058211054,1,0.640967481830357,3.68506165275963,0.208818431144698,0.89115819363988
PB.9914.1|transcript/9925:1-2247(+)|transcript/9925|m.15670,PB.9914.1|transcript/9925:1-2247(+)|transcript/9925,Q56A55,abcb8,69.205,604,183,2,262,2064,105,708,0,826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2215,1892.71058211054,1.03584699684844,0.492819033630668,-2.0595593525725,1,1
PB.572.1|14f753|path1:1-5251(+)|transcript/292|m.990,PB.572.1|14f753|path1:1-5251(+)|transcript/292,O15439,abcc4,73.706,483,116,4,28,1449,9,489,0,703,9031,J,Gallus gallus,418791,0,live,ABCC4,,ATP binding cassette subfamily C member 4,multidrug resistance-associated protein 4|ATP-binding cassette- sub-family C (CFTR/MRP)- member 4|multidrug resistance protein 4,,1,NC_006088.5,147470494,147695961,plus,37,NA,NA,5220,4897.71058211054,1.07957297303253,0.331933518352487,4.58996185413701,0.52728247607035,1
PB.572.2|14f753|path1:31-4178(+)|transcript/1178|m.991,PB.572.2|14f753|path1:31-4178(+)|transcript/1178,O15439,abcc4,78.462,195,42,0,1,585,1131,1325,3.29e-96,307,9031,J,Gallus gallus,418791,0,live,ABCC4,,ATP binding cassette subfamily C member 4,multidrug resistance-associated protein 4|ATP-binding cassette- sub-family C (CFTR/MRP)- member 4|multidrug resistance protein 4,,1,NC_006088.5,147470494,147695961,plus,37,NA,NA,4160,3837.71058211054,1.24770452058963,0.23159958987467,1.21316588199601,0.761229075636767,1
PB.6585.1|fb18a1|path6:1-5092(+)|transcript/338|m.12225,PB.6585.1|fb18a1|path6:1-5092(+)|transcript/338,P28288,abcd3,88.871,620,67,2,151,2004,40,659,0,1106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5060,4737.71058211054,1,0.150081969891481,6.9971840239656,0.783394593973049,1
PB.6585.2|fb18a1|path6:1706-5092(+)|transcript/2549|m.12226,PB.6585.2|fb18a1|path6:1706-5092(+)|transcript/2549,P28288,abcd3,95.172,145,7,0,1,435,515,659,5.82e-97,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PB.6923.1|transcript/11344:1-2129(+)|transcript/11344|m.12703,PB.6923.1|transcript/11344:1-2129(+)|transcript/11344,O14678,abcd4,77.592,598,134,0,55,1848,7,604,0,926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2090,1767.71058211054,1.01400805237076,0.0574322500225449,2.18551130086084,0.958583072218286,1
PB.218.1|086991|path1:1-2567(+)|transcript/7145|m.307,PB.218.1|086991|path1:1-2567(+)|transcript/7145,P61222,abce1,96.656,299,10,0,1,897,301,599,0,602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PB.218.2|086991|path1:8-2548(+)|transcript/6906|m.308,PB.218.2|086991|path1:8-2548(+)|transcript/6906,P61222,abce1,95.37,216,10,0,10,657,384,599,2.31e-148,428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2513,2190.71058211054,1.16398648970388,-0.311699562431784,6.19199564156232,0.555441703739618,1
PB.219.1|086991|path11:7-1247(+)|transcript/21654|m.309,PB.219.1|086991|path11:7-1247(+)|transcript/21654,P61222,abce1,98.521,338,5,0,1,1014,1,338,0,660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1220,897.710582110544,1.03624711638658,-0.745239124316761,2.2800870738565,0.27363267010169,0.945406746754772
PB.219.2|086991|path11:7-2523(+)|transcript/7013|m.310,PB.219.2|086991|path11:7-2523(+)|transcript/7013,P61222,abce1,95.37,216,10,0,10,657,384,599,2.31e-148,428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PB.219.3|086991|path11:9-2385(+)|transcript/8423|m.311,PB.219.3|086991|path11:9-2385(+)|transcript/8423,P61222,abce1,97.663,599,14,0,1,1797,1,599,0,1183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2372,2049.71058211054,4.61933563681694,0.791250295670409,1.30011798552374,0.517101486151818,1
PB.1341.1|336757|path2:1-3163(+)|transcript/3246|m.2362,PB.1341.1|336757|path2:1-3163(+)|transcript/3246,Q8NE71,abcf1,91.987,599,48,0,925,2721,247,845,0,962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3133,2810.71058211054,1.53064290911306,-0.199822728305081,4.45664755337016,0.669540086171944,1
PB.1341.2|336757|path2:18-3162(+)|transcript/10263|m.2363,PB.1341.2|336757|path2:18-3162(+)|transcript/10263,Q767L0,abcf1,92.386,394,30,0,1,1182,253,646,0,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2189,1866.71058211054,1.85021668482658,0.470422234992485,3.48726825252781,0.362442716766024,0.982674410851988
PB.1341.2|336757|path2:18-3162(+)|transcript/10263|m.2364,PB.1341.2|336757|path2:18-3162(+)|transcript/10263,Q7YR37,abcf1,93.007,143,10,0,1,429,665,807,5.08e-92,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2189,1866.71058211054,1.85021668482658,0.470422234992485,3.48726825252781,0.362442716766024,0.982674410851988
PB.1341.3|336757|path2:726-3266(+)|transcript/6999|m.2365,PB.1341.3|336757|path2:726-3266(+)|transcript/6999,Q8NE71,abcf1,91.987,599,48,0,286,2082,247,845,0,961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PB.1341.4|336757|path2:1810-3160(+)|transcript/21077|m.2366,PB.1341.4|336757|path2:1810-3160(+)|transcript/21077,Q767L0,abcf1,91.026,312,28,0,1,936,496,807,9.55e-177,512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PB.2576.1|5f7ca8|path0:1-2062(+)|transcript/12483|m.4747,PB.2576.1|5f7ca8|path0:1-2062(+)|transcript/12483,Q99LE6,abcf2,95.817,526,22,0,52,1629,103,628,0,936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,1678.71058211054,1,1.73835615345038,-0.834438194209849,0.140122614740084,0.79869426259069
PB.2577.1|5f7ca8|path1:1-1741(+)|transcript/16981|m.4748,PB.2577.1|5f7ca8|path1:1-1741(+)|transcript/16981,Q99LE6,abcf2,78.182,330,64,2,1,978,303,628,1.63e-173,498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1712,1389.71058211054,1,-5.12548240610387e-15,-2.34987744629524,1,1
PB.1940.1|493fd3|path0:1-3330(+)|transcript/2668|m.3531,PB.1940.1|493fd3|path0:1-3330(+)|transcript/2668,Q9NUQ8,abcf3,81.549,710,129,1,67,2196,2,709,0,1060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3223,2900.71058211054,1.08763887731261,0.233023286368777,5.23230124358757,0.623882455431102,1
PB.2485.1|5cd309|path1:1-1465(+)|transcript/19574|m.4488,PB.2485.1|5cd309|path1:1-1465(+)|transcript/19574,Q9QZC8,abhd1,62.745,357,133,0,49,1119,39,395,7.73e-168,479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1459,1136.71058211054,1.05391164456598,0.695160422846695,4.13597996172232,0.152138297881342,0.82040090870659
PB.2485.2|5cd309|path1:6-1965(+)|transcript/13480|m.4489,PB.2485.2|5cd309|path1:6-1965(+)|transcript/13480,Q9QZC8,abhd1,62.745,357,133,0,49,1119,39,395,7.73e-168,479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PB.9038.1|transcript/4282:1-2957(+)|transcript/4282|m.14785,PB.9038.1|transcript/4282:1-2957(+)|transcript/4282,Q5E9H9,abhd10,62.791,258,96,0,88,861,46,303,5.16e-120,349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2922,2599.71058211054,1,-0.204436851424951,3.48483703768844,0.710015075932014,1
PB.1555.1|3b8965|path0:6-1884(+)|transcript/14507|m.2832,PB.1555.1|3b8965|path0:6-1884(+)|transcript/14507,Q5ZIN0,abhd12,75.1,249,57,1,13,744,133,381,4.74e-136,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1888,1565.71058211054,6.4194105492943,-0.445041726083789,-1.18399526605616,0.856919334922686,1
PB.1555.2|3b8965|path0:24-2829(+)|transcript/4931|m.2833,PB.1555.2|3b8965|path0:24-2829(+)|transcript/4931,Q5ZIN0,abhd12,80.144,277,55,0,4,834,105,381,2.88e-168,473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PB.1556.1|3b8965|path3:1-1896(+)|transcript/14817|m.2834,PB.1556.1|3b8965|path3:1-1896(+)|transcript/14817,Q5ZIN0,abhd12,77.381,336,76,0,82,1089,46,381,0,538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1798,1475.71058211054,1.55081801983849,0.522508223780602,3.04986614829981,0.355958917933672,0.979242259535081
PB.1810.1|442182|path0:1-3988(+)|transcript/1201|m.3327,PB.1810.1|442182|path0:1-3988(+)|transcript/1201,Q5ZIN0,abhd12,87.273,385,37,2,1,1155,1,373,0,671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3882,3559.71058211054,1,0.448112931444617,5.08226495368521,0.325828185374528,0.960165760684759
PB.4451.1|a68799|path0:1-2011(+)|transcript/13111|m.8194,PB.4451.1|a68799|path0:1-2011(+)|transcript/13111,Q1LV46,abhd14a,56.5,200,86,1,361,960,72,270,6.75e-69,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1979,1656.71058211054,4.78504172771694,-0.246937945734947,2.38573524958517,0.674925465536247,1
PB.4452.1|a68799|path1:1-2204(+)|transcript/10761|m.8195,PB.4452.1|a68799|path1:1-2204(+)|transcript/10761,Q1LV46,abhd14a,56.5,200,86,1,208,807,72,270,1.44e-69,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PB.4452.2|a68799|path1:11-2202(+)|transcript/13486|m.8196,PB.4452.2|a68799|path1:11-2202(+)|transcript/13486,Q1LV46,abhd14a,56.5,200,86,1,319,918,72,270,6.88e-69,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,1615.71058211054,5.85082974455066,-0.498151038207977,2.02370253428888,0.464095015844067,1
PB.1550.1|3b6939|path0:1-3364(+)|transcript/2635|m.2823,PB.1550.1|3b6939|path0:1-3364(+)|transcript/2635,Q6DGG1,abhd14b,69.524,210,62,2,100,726,1,209,2.08e-88,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3335,3012.71058211054,1,-0.221142381322789,7.21236932922348,0.687016674628911,1
PB.1550.2|3b6939|path0:23-1661(+)|transcript/17267|m.2824,PB.1550.2|3b6939|path0:23-1661(+)|transcript/17267,Q6DGG1,abhd14b,69.524,210,62,2,79,705,1,209,9.91e-89,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PB.7212.1|transcript/13656:1-1960(+)|transcript/13656|m.12960,PB.7212.1|transcript/13656:1-1960(+)|transcript/13656,Q6MG55,abhd16a,77.798,563,110,4,40,1698,1,558,0,896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1929,1606.71058211054,1,0.664255714062986,4.22006479073741,0.183084728513407,0.858423601744389
PB.9755.1|transcript/8954:1-2336(+)|transcript/8954|m.15521,PB.9755.1|transcript/8954:1-2336(+)|transcript/8954,Q2HJ19,abhd17a,86.364,308,36,1,1,906,1,308,0,517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2305,1982.71058211054,1.01184150209225,-0.0943447577032879,3.42672526926963,0.868298612364484,1
